stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,fsa_stop_id,fsa_stop_routes
1208,"Essex Street",,40.7128823679,-74.0356636047,,1208
1209,"Marin Boulevard",,40.7144437562,-74.0435171127,,1209
1210,"Liberty State Park Park-Ride",,40.7102799728,-74.0556621552,,1210
1211,"Garfield Avenue",,40.7104426255,-74.0705323219,,1211
1212,"Martin Luther King Drive",,40.7122317787,-74.0777850151,,1212
1213,"West Side Avenue",,40.7145088132,-74.0875697136,,1213
1214,"Richard Street",,40.6989583706,-74.0788900852,,1214
1215,"Danforth Avenue",,40.6920603593,-74.0876984596,,1215
1216,"45th Street",,40.6785225633,-74.1021180153,,1216
1217,"34th Street",,40.6717526341,-74.107568264,,1217
1218,"22nd Street",,40.6616941144,-74.1160225868,,1218
1219,"Port Imperial",,40.775764315,-74.0128326416,,1219
1220,"Bergenline Avenue",,40.7819387548,-74.0217161179,,1220
1221,"Tonnelle Avenue",,40.7873652885,-74.0312862396,,1221
1222,"Jersey Avenue",,40.715126852,-74.0490961075,,1222
